main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,handedness,variant_1,variant_2,compounded_word,notes
DOLLAR,DOLLAR,crvd-B,B-L,A,B-L,1,,,,
DOLLAR,DOLLAR,tight-C,B-L,flat-O,B-L,1,,,,
DOMINICAN REPUBLIC,ns-nat-DOMINICAN-REPUBLIC,D,,R,,1,,,,
DOMINICAN REPUBLIC,ns-nat-DOMINICAN-REPUBLIC,R,,D,,1,,,,
DON'T,DON'T,B-L,B-L,B-L,B-L,1,,,,
DON'T,DON'T,B-L,B,B-L,B-L,1,,,,
DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,1,,,KNOW+(1h)NEG,
DON'T LIKE,LIKE+(1h)NEG,open-8,,5,,1,,,LIKE+(1h)NEG,
DON'T WANT,(25)WANT+NEG,25,25,25,25,1,,,WANT+NEG,
DON'T WANT,WANT+NEG,5,5,5,5,1,,,WANT+NEG,
DON'T WANT,WANT+NEG,crvd-5,crvd-5,crvd-5,crvd-5,1,,,WANT+NEG,
DON'T WANT,WANT+NEG,crvd-5,crvd-5,5,5,1,,,WANT+NEG,
DON'T WANT,WANT+NEG,crvd-5,crvd-5,5-C,5-C,1,,,WANT+NEG,
DONKEY,DONKEY,B-L,,bent-B-L,,1,,,,
DONKEY,DONKEY,B-L,B-L,bent-B-L,bent-B-L,1,,,,
DONUT,DONUT,R,R,R,R,1,,,,
DONUT,DONUT,D,D,D,D,1,,,,
DOOR,DOOR,B-xd,B-xd,B-xd,B-xd,1,,,,
DOOR,DOOR,B,B,B,B,1,,,,
DOORBELL,DOORBELL,A,,A,,1,,,,
DOORBELL,DOORBELL,10,,10,,1,,,,
DOORBELL,DOORBELL,10,B-L,10,B-L,1,,,,
DORM,DORM,D,,D,,1,,,,
DOUBT,DOUBT,crvd-V,,crvd-V,,1,,,,
DOUBT,DOUBT,V,,crvd-V,,1,,,,
DOWN,DOWN,1,,1,,1,,,,
DOWN,DOWN,bent-1,,bent-1,,1,,,,
DOWN TO EARTH,DOWN-TO-EARTH,A,,A,,1,,,,
DOWNSTAIRS,DOWNSTAIRS,crvd-V,,crvd-V,,1,,,,
DRAGON,DRAGON,A,,4,,1,,,,
DREAM,DREAM,1,,X,,1,,,,
DRESS/CLOTHES,DRESS/CLOTHES,5,5,5,5,1,DRESS,CLOTHES,,
DRESSER,DRESSER,S,S,S,S,1,,,,
DRESSER,DRESSER,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
DRESSER,DRESSER,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
DRIBBLE,DRIBBLE,B-L,,B-L,,1,,,,
DRIBBLE,DRIBBLE,5,,5,,1,,,,
DRIBBLE AND SHOOT,(2h)DRIBBLE+SHOOT-BASKET,5,5,crvd-5,crvd-5,2,,,DRIBBLE+SHOOT-BASKET,
DRILL,DRILL,L,B-L,L,B-L,1,,,,
DRINK,DRINK,C,,C,,1,,,,
DRINK,DRINK,Y,,Y,,1,,,,
DRINK,DRINK,crvd-L,,crvd-L,,1,,,,
DRINK,DRINK,L-X,,L-X,,1,,,,
DRINK WATER,"WATER+BCL\drinking from a water fountain\""""",W,,A,,1,,,,
DRIP,DRIP,S,,1,,1,,,,
DRIP,DRIP,cocked-S,S,1,1,1,,,,
DRIP,DRIP,S,,bent-1,,1,,,,
DRIP,DRIP,S,flat-B,1,flat-B,1,,,,
DRIP,DRIP,S,B-L,1,B-L,1,,,,
DRIP,DRIP,S,S,1,bent-1,1,,,,
DRIVE,DRIVE,S,S,S,S,1,,,,
DROOL,DROOL,4,,4,,1,,,,
DROP,DROP,flat-O,flat-O,5,5,1,,,,
DROP,DROP,S,S,5,5,1,,,,
DROP,DROP,S,,5,,1,,,,
DROWN,DROWN,10,B-L,10,B-L,1,,,,
DROWN,DROWN,V,5,V,5,1,,,,
DRUGS,DRUGS,10,,10,,1,,,,
DRUGS,DRUGS,S,,S,,1,,,,
DRUMS,DRUMS,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
DRUMS,DRUMS,A,A,A,A,1,,,,
DRUNK,DRUNK,A,,A,,1,,,,
DRUNK,DRUNK,10,,10,,1,,,,
DRY,DRY,1,,X,,1,,,,
DRY,DRY,1,,S,,1,,,,
DRY,DRY,D,,X,,1,,,,
DRY AREA,DRY+AREA,1,,5,5,1,,,DRY+AREA,
DRY AREA,DRY+AREA_2,1,,5,5,1,,,DRY+AREA,
DRY AREA,DRY+(1h)AREA,1,,5,,1,,,DRY+AREA,
DRY CEREAL,DRY-CEREAL,1,,X,,1,,,,
DRY SPIN,DRY+(nd-C)SPIN,1,,1,crvd-B,1,,,DRY+SPIN,
DRY SPIN,DRY+(nd-C)SPIN,1,,1,C,1,,,DRY+SPIN,
DRY SPIN,DRY+(nd-C)SPIN,1,,1,crvd-5,1,,,DRY+SPIN,
DUBLIN,ns-nat-DUBLIN,flat-G,,L,,1,,,,
DUCK,DUCK,U-L,,flat-O_2,,1,,,,
DURING/WHILE,DURING/WHILE,1,1,1,1,1,DURING,WHILE,,
DUSTING,DUSTING,A,,A,,1,,,,
DUTY,DUTY,D,S,D,S,1,,,,
DYE,DYE,F,F,F,F,1,,,,
DYE,DYE,cocked-F,cocked-F,cocked-F,cocked-F,1,,,,
E,E,E,,E,,1,,,,alphabet
E-MAIL,(E)E-MAIL,E,1,E,1,1,,,,
E-MAIL,E-MAIL,1,C,1,C,1,,,,
E-MAIL,E-MAIL,bent-B,C,bent-B,C,1,,,,
E-MAIL,E-MAIL_2,cocked-S,psv,1,psv,1,,,,
EACH,EACH,10,10,10,10,1,,,,
EACH ONE,EACH+ONE,10,10,1,,1,,,EACH+ONE,
EACH ONE,EACH+ONE-pl-arc,10,10,1,,1,,,EACH+ONE,
EAGLE,EAGLE,X,,X,,1,,,,
EAGLE,EAGLE,L-X,,L-X,,1,,,,
EAR HURT,EAR-HURT,bent-1,bent-1,bent-1,bent-1,1,,,,
EAR HURT,EAR-HURT,1,1,1,1,1,,,,
EAR/BIRTHDAY,EAR_2/BIRTHDAY_2,A,,A,,1,EAR,BIRTHDAY,,
EAR/BIRTHDAY,EAR_2/BIRTHDAY_2,baby-O,,baby-O,,1,EAR,BIRTHDAY,,
EARACHE,HEAR+EAR-HURT,1,,bent-1,bent-1,1,,,HEAR+EAR-HURT,verb
EARLY,#EARLY,E,,Y,,1,,,,loan
EARMUFF,EARMUFF,5-C,5-C,5-C,5-C,1,,,,
EARMUFF,EARMUFF,crvd-5,crvd-5,5-C,5-C,1,,,,
EARMUFF,EARMUFF,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
EARRING,EARRING,baby-O,baby-O,baby-O,baby-O,1,,,,
EARRING,EARRING,crvd-L,crvd-L,baby-O,baby-O,1,,,,
EARRING,EARRING,X,X,X,X,1,,,,
EARTH,EARTH,open-8,B-L,open-8,B-L,1,,,,
EARTH,EARTH,open-8,S,open-8,S,1,,,,
EARTH,EARTH,open-8,B,open-8,B,1,,,,
EARTH,EARTH,25,S,25,S,1,,,,
EARTHQUAKE,EARTH+RUMBLE,open-8,B-L,S,S,1,,,EARTH+RUMBLE,
EARTHQUAKE,EARTH+RUMBLE,open-8,psv,S,S,1,,,EARTH+RUMBLE,
EAST,EAST,E,,E,,1,,,,
EAST,EAST,loose-E,,loose-E,,1,,,,
EASTER,EASTER,E,E,E,E,1,,,,
EASTER,EASTER,E,,E,,1,,,,
EASY,EASY,B-L,B-L,B-L,B-L,1,,,,
EASY,EASY,B-L,B-L,bent-B-L,B-L,1,,,,
EASY,EASY,B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
EASY,EASY,B-L,crvd-B,bent-B-L,crvd-B,1,,,,
EASY,EASY,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
EAT,EAT,flat-O,flat-O,flat-O,flat-O,1,,,,
EAT,EAT,flat-O,,flat-O,,1,,,,
EAT OUT,EAT+BUY,flat-O,,flat-O,B-L,1,,,EAT+BUY,
EAT UP,EAT-UP,bent-B-L,,bent-B-L,,1,,,,
EAT WITH A FORK,EAT-WITH-FORK,V,B-L,V,B-L,1,,,,
EAT WITH A FORK,EAT-WITH-FORK,U,B-L,U,B-L,1,,,,
ECONOMIC,ECONOMIC,E,B-L,E,B-L,1,,,,
ECONOMIC,ECONOMIC,loose-E,B-L,loose-E,B-L,1,,,,
ECUADOR,ns-ECUADOR,bent-B,B,bent-B,B,1,,,,
ED,#ED,E,E,D,D,1,,,,loan
ED,#ED,E,,D,,1,,,,loan
ED,#ED,loose-E,loose-E,D,D,1,,,,loan
EDGE/CLIFF,EDGE/CLIFF,B-L,B-L,B-L,B-L,1,EDGE,CLIFF,,
EFFORT,EFFORT,loose-E,loose-E,loose-E,loose-E,1,,,,
EFFORT,EFFORT,E,E,E,E,1,,,,
EGG,EGG,U,U,U,U,1,,,,
EGO,EGO,I,I,I,I,1,,,,
EGO,EGO,I,,I,,1,,,,
EGYPT,ns-EGYPT,X,,X,,1,,,,
EGYPT,ns-EGYPT,L-X,,L-X,,1,,,,
EIGHT HOURS,EIGHT+HOUR,open-8,,1,B-L,1,,,EIGHT+HOUR,
EIGHT HOURS,EIGHT-HOURS,8,5,8,5,1,,,,
EIGHT MONTHS,EIGHT-MONTHS,8,1,8,1,1,,,,
EIGHT WEEKS,EIGHT-WEEKS,8,B-L,8,B-L,1,,,,
EIGHTH PLACE,EIGHTH-PLACE,8,,8,,1,,,,
EITHER,EITHER,V,V,V,V,1,,,,
EL SALVADOR,ns-EL-SALVADOR,E,,E,,1,,,,
ELASTIC,ELASTIC,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
ELASTIC,ELASTIC,X,X,X,X,1,,,,
ELBOW,ELBOW,1,psv,1,psv,1,,,,
ELBOW,ELBOW,bent-1,psv,bent-1,psv,1,,,,
ELBOW,ELBOW,alt-G_bent-L,psv,alt-G_bent-L,psv,1,,,,
ELBOW PATCH,ELBOW-PATCH,L-X,S,L-X,S,1,,,,
ELBOW PATCH,ELBOW-PATCH,crvd-L,S,crvd-L,S,1,,,,
ELDERLY PERSON/OLDER PERSON,(S)OLD+TWO_2,S,,V,,1,,,OLD+TWO,
ELDERLY PERSON/OLDER PERSON,(S)OLD+FIVE_2,S,,5,,1,,,OLD+FIVE,
ELDERLY PERSON/OLDER PERSON,(S)OLD+FOUR_2,S,,4,,1,,,OLD+FOUR,
ELDERLY PERSON/OLDER PERSON,(S)OLD+ONE_2,S,,1,,1,,,OLD+ONE,
ELDERLY PERSON/OLDER PERSON,(S)OLD+THREE_2,S,,3,,1,,,OLD+THREE,
ELECTRIC,ELECTRIC,X,X,X,X,1,,,,
ELECTRIC,ELECTRIC,L-X,L-X,L-X,L-X,1,,,,
ELECTRIC,ELECTRIC,E,E,E,E,1,,,,
ELECTRICIAN,ELECTRIC+AGENT,X,X,B-L,B-L,1,,,ELECTRIC+AGENT,
ELEMENTARY,ELEMENTARY,E,flat-B,E,flat-B,1,,,,
ELEMENTARY,ELEMENTARY,loose-E,B-L,loose-E,B-L,1,,,,
ELEMENTARY,ELEMENTARY,E,B-L,E,B-L,1,,,,
ELEPHANT,ELEPHANT,B,,B,,1,,,,
ELEPHANT,ELEPHANT,flat-B,,flat-B,,1,,,,
ELEPHANT,ELEPHANT,bent-B-xd,,flat-B,,1,,,,
ELEVATOR,ELEVATOR,E,1,E,1,1,,,,
ELEVATOR,ELEVATOR,loose-E,B-L,loose-E,B-L,1,,,,
ELEVATOR,ELEVATOR,E,flat-B,E,flat-B,1,,,,
ELEVATOR,ELEVATOR,E,B-L,E,B-L,1,,,,
ELEVEN,ELEVEN,cocked-S,,1,,1,,,,
EMBARRASS,EMBARRASS,5,5,5,5,1,,,,
EMERGENCY,EMERGENCY,loose-E,loose-E,loose-E,loose-E,1,,,,
EMERGENCY,EMERGENCY,loose-E,,loose-E,,1,,,,
EMERGENCY,EMERGENCY,E,,E,,1,,,,
EMOTION,EMOTION,E,E,E,E,1,,,,
EMOTION,EMOTION,loose-E,loose-E,loose-E,loose-E,1,,,,
EMOTIONLESS,EMOTIONLESS,B-L,,B-L,,1,,,,
EMPHASIZE,EMPHASIZE,10,B-L,10,B-L,1,,,,
EMPTY/EARLY,EMPTY/EARLY,25,psv,25,psv,1,EMPTY,EARLY,,
EMPTY/EARLY,EMPTY/EARLY,25,S,25,S,1,EMPTY,EARLY,,
EMPTY/EARLY,EMPTY/EARLY,25,B-L,25,B-L,1,EMPTY,EARLY,,
EMPTY/NAKED,EMPTY/NAKED,25,5,25,5,1,EMPTY,NAKED,,
EMPTY/NAKED,EMPTY/NAKED,25,psv,25,psv,1,EMPTY,NAKED,,
ENCOURAGE,ENCOURAGE,B-L,B-L,crvd-5,crvd-5,1,,,,
ENCOURAGE,ENCOURAGE,B-L,B-L,B-L,B-L,1,,,,
ENCOURAGE,ENCOURAGE,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
ENCOURAGE,ENCOURAGE,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
ENCOURAGE,ENCOURAGE,5,5,5,5,1,,,,
ENCYCLOPEDIA,ENCYCLOPEDIA,E,B-L,E,B-L,1,,,,
ENCYCLOPEDIA,ENCYCLOPEDIA,loose-E,B-L,loose-E,B-L,1,,,,
END,END,B-L,B-L,B-L,B-L,1,,,,
ENERGY,ENERGY,E,S,E,S,1,,,,
ENGAGEMENT,ENGAGEMENT,loose-E,psv,loose-E,psv,1,,,,
ENGAGEMENT,ENGAGEMENT,E,B,E,B,1,,,,
ENGAGEMENT,ENGAGEMENT,E,5,E,5,1,,,,
ENGAGEMENT,ENGAGEMENT,E,flat-B,E,flat-B,1,,,,
ENGAGEMENT,ENGAGEMENT,E,B-L,E,B-L,1,,,,
ENGAGEMENT,ENGAGEMENT,loose-E,loose-E,loose-E,loose-E,1,,,,
ENGINE,ENGINE,S,S,S,S,1,,,,
ENGINEER,(2h)alt.ENGINEERING+AGENT,Y,Y,B-L,B-L,2,,,ENGINEERING+AGENT,
ENGINEER,ENGINEERING+AGENT,Y,Y,B-L,B-L,1,,,ENGINEERING+AGENT,
ENGLAND/ENGLISH,ns-ENGLAND/ENGLISH,C,flat-B,C,flat-B,1,ENGLAND,ENGLISH,,
ENGLAND/ENGLISH,ns-ENGLAND/ENGLISH,crvd-B,B,crvd-B,B,1,ENGLAND,ENGLISH,,
ENGLAND/ENGLISH,ns-ENGLAND/ENGLISH,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,ENGLAND,ENGLISH,,
ENGLAND/ENGLISH,ns-ENGLAND/ENGLISH,crvd-B,crvd-flat-B,crvd-B,crvd-flat-B,1,ENGLAND,ENGLISH,,
ENJOY,ENJOY,B-L,,B-L,,1,,,,
ENJOY,ENJOY,B-L,B-L,B-L,B-L,1,,,,
ENOUGH,ENOUGH,5,S,5,S,1,,,,
ENTER,ENTER,crvd-B,flat-B,B,flat-B,1,,,,
ENTER,ENTER,B,flat-B,B,flat-B,1,,,,
ENTER,ENTER,B,B-L,B,B-L,1,,,,
ENTER,ENTER,bent-B,flat-B,flat-B,flat-B,1,,,,
ENTER,ENTER,flat-B,B-L,flat-B,B-L,1,,,,
ENTER,ENTER,bent-B,B-L,B,B-L,1,,,,
ENTER,ENTER,B-xd,bent-B,B-xd,bent-B,1,,,,
ENTER,ENTER,bent-B,bent-B-L,bent-B-L,bent-B-L,1,,,,
ENTER,ENTER,B-L,B-L,B-L,B-L,1,,,,
ENVIRONMENT,ENVIRONMENT,E,1,E,1,1,,,,
EPISCOPAL,EPISCOPAL,1,S,1,S,1,,,,
EPISCOPAL,EPISCOPAL,1,A,1,A,1,,,,
EQUAL,EQUAL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
EQUAL,EQUAL,bent-B,bent-B,bent-B,bent-B,1,,,,
EQUIPMENT,EQUIPMENT,E,B-L,E,B-L,1,,,,
EQUIPMENT,EQUIPMENT,loose-E,loose-E,loose-E,loose-E,1,,,,
ERASE,ERASE,S,B-L,S,B-L,1,,,,
ERASE,ERASE,10,B-L,10,B-L,1,,,,
ERASE BOARD,ERASE-BOARD,A,,A,,1,,,,
ERECT,ERECT,crvd-B,crvd-B,B-L,B-L,1,,,,
ERECT,ERECT,crvd-sprd-B,crvd-sprd-B,5,5,1,,,,
ESCAPE,ESCAPE,1,5,1,5,1,,,,
ESCAPE,ESCAPE,1,B-L,1,B-L,1,,,,
ETCETERA,ETCETERA,L,L,L-X,alt-G_bent-L,1,,,,
ETCETERA,ETCETERA,L,L,alt-G_bent-L,alt-G_bent-L,1,,,,
EUROPE,ns-EUROPE,E,,E,,1,,,,
EVALUATE,EVALUATE,E,E,E,E,1,,,,
EVALUATE,EVALUATE,loose-E,loose-E,loose-E,loose-E,1,,,,
EVERY FRIDAY,EVERY-FRIDAY,F,,F,,1,,,,
EVERY FRIDAY,EVERY-FRIDAY,cocked-F,,cocked-F,,1,,,,
EVERY MONDAY,EVERY-MONDAY,full-M,,full-M,,1,,,,
EVERY MONDAY,EVERY-MONDAY,bent-M,,bent-M,,1,,,,
EVERY MONDAY,EVERY-MONDAY,M,,M,,1,,,,
EVERY MONTH/RENT,EVERY-MONTH/RENT,1,1,1,1,1,EVERY-MONTH,RENT,,
EVERY SATURDAY,EVERY-SATURDAY,S,,S,,1,,,,
EVERY SUNDAY,EVERY-SUNDAY,5,5,5,5,1,,,,
EVERY SUNDAY,EVERY-SUNDAY,B-L,B-L,B-L,B-L,1,,,,
EVERY THURSDAY,EVERY-THURSDAY,T,,U,,1,,,,
EVERY THURSDAY,EVERY-THURSDAY,U,,U,,1,,,,
EVERY TUESDAY,EVERY-TUESDAY,T,,T,,1,,,,
EVERY TWO YEARS,EVERY-TWO-YEARS,S,S,V,S,1,,,,
EVERY WEDNESDAY,EVERY-WEDNESDAY,6,,6,,1,,,,
EVERY WEDNESDAY,EVERY-WEDNESDAY,W,,W,,1,,,,
EVERY YEAR,EVERY-YEAR,S,S,1,S,1,,,,
EVERYDAY,EVERYDAY,10,,10,,1,,,,
EVERYDAY,EVERYDAY,A,,10,,1,,,,
EVERYTHING,EVERY+(2h)THING,10,10,5,5,2,,,EVERY+THING,
EVERYTHING,EVERY+(2h)THING,A,A,B-L,B-L,2,,,EVERY+THING,
EVERYTHING,EVERY+(2h)THING,A,A,5,5,2,,,EVERY+THING,
EVERYWHERE,EACH+WHERE,10,10,1,,1,,,EACH+WHERE,
EXACT,EXACT,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
EXACT,EXACT,L-X,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
EXAGGERATE,EXAGGERATE,S,S,S,S,1,,,,
EXCEED,EXCEED,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
EXCEED,EXCEED,bent-B,bent-B,bent-B,bent-B,1,,,,
EXCITED,EXCITED,25,25,25,25,1,,,,
EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,1,,,,
EXCUSE,EXCUSE,bent-B-L,B-L,bent-B-L,B-L,1,,,,
EXCUSE,EXCUSE,crvd-B,B-L,crvd-B,B-L,1,,,,
EXCUSE,EXCUSE,crvd-flat-B,B-L,crvd-flat-B,B-L,1,,,,
EXCUSE,EXCUSE,bent-B,flat-B,bent-B,B-L,1,,,,
EXPAND,EXPAND,S,S,crvd-5,crvd-5,1,,,,
EXPENSIVE,EXPENSIVE,flat-O,flat-O,crvd-5,flat-O,1,,,,
EXPENSIVE,EXPENSIVE,flat-O,B-L,crvd-sprd-B,B-L,1,,,,
EXPENSIVE,EXPENSIVE,flat-O,B-L,5,B-L,1,,,,
EXPERIENCE,EXPERIENCE,5,,flat-O,,1,,,,
EXPERIENCE,EXPERIENCE,crvd-5,,flat-O,,1,,,,
EXPERIMENT,EXPERIMENT,E,E,E,E,1,,,,
EXPERIMENT,EXPERIMENT,loose-E,loose-E,loose-E,loose-E,1,,,,
EXPERT,EXPERT,F,,F,,1,,,,
EXPLOIT,EXPLOIT,25,B-L,25,B-L,1,,,,
EXPOSE,EXPOSE,S,1,5,1,1,,,,
EXPOSE,EXPOSE,flat-O,1,5,1,1,,,,
EXPOSE,EXPOSE,S,1,crvd-sprd-B,1,1,,,,
EXPRESS,EXPRESS,A,A,5,5,1,,,,
EXPRESS,EXPRESS,S,S,crvd-5,crvd-5,1,,,,
EXPRESS,EXPRESS,A,A,crvd-5,crvd-5,1,,,,
EYE MASK,EYE-MASK,crvd-L,crvd-L,crvd-L,crvd-L,1,,,,
EYEBROW,EYEBROW,L,,L,,1,,,,
EYEBROW,EYEBROW,1,,1,,1,,,,
EYEBROW FROWN,EYEBROW-FROWN,1,1,X,X,1,,,,
EYELASHES,EYELASHES,4,4,4,4,1,,,,
EYELASHES,EYELASHES,fanned-flat-O,fanned-flat-O,4,4,1,,,,
EYES,EYES,bent-1,,bent-1,,1,,,,
EYES,EYES,1,,1,,1,,,,
F,F,F,,F,,1,,,,alphabet
FACE,FACE,1,,1,,1,,,,
FACE,FACE,5,,5,,1,,,,
FACIAL EXPRESSION,FACIAL-EXPRESSION,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
FACIAL EXPRESSION,FACIAL-EXPRESSION,X,X,X,X,1,,,,
FACULTY,FACULTY,F,,F,,1,,,,
FAIL,FAIL,K,B-L,K,B-L,1,,,,
FAIL,FAIL,V,B-L,V,B-L,1,,,,
FAINT,THINK+(2h)PASS-OUT,1,,S,S,2,,,THINK+PASS-OUT,
FAINT,THINK+(2h)PASS-OUT,1,,cocked-S,S,2,,,THINK+PASS-OUT,
FALL,FALL,V,,V,,1,,,,
FALL,FALL,V,B-L,V,B-L,1,,,,
FALL,FALL,V,psv,V,B-L,1,,,,
FALL IN LOVE,FALL-IN-LOVE,1,B-L,1,B-L,1,,,,
FALL IN LOVE,FALL-IN-LOVE,1,flat-B,1,flat-B,1,,,,
FALL INTO PLACE,FALL-INTO-PLACE,5,5,5,5,1,,,,
FALSE,FALSE,1,,1,,1,,,,
FALSEHOOD,FALSEHOOD,bent-1,,bent-1,,1,,,,
FAMILY,FAMILY,F,F,F,F,1,,,,
FAMOUS,FAMOUS,1,1,1,1,1,,,,
FANCY,FANCY,5,,5,,1,,,,
FANTASY,FANTASY,F,F,F,F,1,,,,
FAR,FAR,1,,1,,1,,,,
FAR,FAR,A,A,10,A,1,,,,
FAR,FAR,10,10,10,10,1,,,,
FARM,FARM,5,,5,,1,,,,
FARMER,FARM+AGENT,5,,B-L,B-L,1,,,FARM+AGENT,
FARMER,FARM_2+AGENT,5,,B-L,B-L,1,,,FARM+AGENT,
FASCINATE,FASCINATE,crvd-5,crvd-5,S,S,1,,,,
FAST,FAST_3,L,L,L-X,L-X,1,,,,
FAST,FAST,X-over-thumb,X-over-thumb,10,10,1,,,,
FAST,FAST,1,1,A,A,1,,,,
FASTING,FASTING,F,,F,,1,,,,
FAT,FAT,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
FAT,FAT,5,5,5,5,1,,,,
FAT,FAT,5,5,crvd-5,crvd-5,1,,,,
FATHER,FATHER,5,,5,,1,,,,
FATHER-IN-LAW,FATHERwg+LAW,5,,L,B-L,1,,,FATHER+LAW,
FATHER-IN-LAW,FATHER+LAW,5,,L,B-L,1,,,FATHER+LAW,
FATHER-IN-LAW,FATHER+IN+LAW,5,,L,B-L,1,,,FATHER+IN,
FAULT,FAULT,bent-B-L,,bent-B-L,,1,,,,
FAULT,FAULT,bent-B,,bent-B,,1,,,,
FAVORITE/PREFER,FAVORITE/PREFER,25,,25,,1,FAVORITE,PREFER,,
FAX,FAX,bent-B,B-L,B,B-L,1,,,,
FAX,FAX,bent-B,bent-B,B,bent-B,1,,,,
FAX,FAX,B-L,Vulcan,B-L,Vulcan,1,,,,
FEATHER,FEATHER,1,,1,,1,,,,
FED UP/FULL,FED-UP/FULL,B,,B,,1,FED-UP,FULL,,
FEDERAL,FEDERAL,F,,F,,1,,,,
FEED,FEED,flat-O,,flat-O,,1,,,,
FEED,FEED,flat-O,flat-O,flat-O,flat-O,1,,,,
FEEDBACK,FEEDBACK,cocked-8,cocked-8,25,25,1,,,,
FEEDBACK,FEEDBACK,cocked-F,cocked-F,5,5,1,,,,
FEEDBACK,FEEDBACK,cocked-F,cocked-F,open-F,open-F,1,,,,
FEEL,FEEL,25,,25,,1,,,,
FEEL,FEEL,25,25,25,25,1,,,,
FEMALE COUSIN,FEMALE-COUSIN,C,,C,,1,,,,
FEMALE FIGURE,FEMALE-FIGURE,B-L,B-L,B-L,B-L,1,,,,
FEMALE FIGURE,FEMALE-FIGURE,B-L,B-L,crvd-B,crvd-B,1,,,,
FENCE,FENCE,4,4,4,4,1,,,,
FERRIS WHEEL/FAIR,FERRIS-WHEEL/FAIR,crvd-V,crvd-V,crvd-V,crvd-V,1,FERRIS-WHEEL,FAIR,,
FEW,FEW,A,,4,,1,,,,
FEW,FEW,flat-O,,A,,1,,,,
FEW,FEW,flat-O,,4,,1,,,,
FEW,FEW,A,,6,,1,,,,
FEW/CLOSE,FEW/CLOSE,F,,F,,1,FEW,CLOSE,,
FF,#FF,F,,F,,1,,,,loan
FIANCE,FIANCE,F,flat-B,F,flat-B,1,,,,
FIANCE,FIANCE,F,B,F,B,1,,,,
FIFTH PLACE,FIFTH-PLACE,5,,5,,1,,,,
FIGHT,FIGHT,S,S,S,S,1,,,,
FIGURE OUT,FIGURE-OUT,K,K,K,K,1,,,,
FILE,FILE,B-L,B-L,B-L,B-L,1,,,,
FILE,FILE,B-L,Vulcan,B-L,Vulcan,1,,,,
FILE,FILE,B-L,5,B-L,5,1,,,,
FILE,FILE,B-L,tight-C,B-L,tight-C,1,,,,
FILL OUT,FILL-OUT,flat-O,B-L,flat-O,B-L,1,,,,
FILTHY,FILTHY,S,,5,,1,,,,
FILTHY,FILTHY,A,,5,,1,,,,
FINALLY,FINALLY,1,1,1,1,1,,,,
FINANCIAL,FINANCIAL,F,B-L,F,B-L,1,,,,
FIND/FIND OUT,FIND/FIND-OUT,open-F,,F,,1,FIND,FIND-OUT,,
FIND/FIND OUT,FIND/FIND-OUT,5,,8,,1,FIND,FIND-OUT,,
FIND/FIND OUT,FIND/FIND-OUT,open-8,,8,,1,FIND,FIND-OUT,,
FINE,FINE,5,,5,,1,,,,
FINGER,FINGER,1,1,1,1,1,,,,
FINGERPRINTS,FINGERPRINTS,5,B-L,5,B-L,1,,,,
FINGERPRINTS,FINGERPRINTS,1,B-L,1,B-L,1,,,,
FINGERS,FINGERS,5,5,5,5,1,,,,
FINGERSPELL,FINGERSPELL,crvd-5,,crvd-5,,1,,,,
FINGERSPELL,FINGERSPELL,5,,5,,1,,,,
FINISH,FINISH,5,5,5,5,1,,,,
FINISH,FINISH,5,,5,,1,,,,
FINLAND,ns-nat-FINLAND,X,,X,,1,,,,
FIRE/BURN,FIRE/BURN,5,5,5,5,1,FIRE,BURN,,
FIRE/BURN,FIRE/BURN,A,A,5,5,1,FIRE,BURN,,
FIRE/BURN,FIRE/BURN,S,S,5,5,1,FIRE,BURN,,
FIRED,FIRED,B-L,B,B-L,B,1,,,,
FIRED,FIRED,B,S,B,S,1,,,,
FIRED,FIRED,B-L,S,B-L,S,1,,,,
FIRED,FIRED,B-xd,S,B-xd,S,1,,,,
FIREMAN,FIREMAN,B,,B,,1,,,,
FIREMAN,FIREMAN,B-xd,,B-xd,,1,,,,
FIREPLACE,FIRE+PLACE,5,5,K,K,1,,,FIRE+PLACE,
FIREPLACE,FIRE+PLACE,crvd-5,crvd-5,K,K,1,,,FIRE+PLACE,
FIREPLACE,FIRE/BURN+PLACE,A,10,K,K,1,FIRE,BURN,PLACE,
